D;Preservação de fotografias: métodos básicos para salvaguardar suas coleções;http://arqsp.org.br/wp-content/uploads/2017/07/39.pdf;OK
D;Do microfilme à imagem digital: como executar um projeto para estudo dos meios, custos e benefícios de conversão para imagens digitais de grandes quantidades de documentos preservados em microfilme;http://arqsp.org.br/wp-content/uploads/2017/07/49.pdf;OK
D;Armazenagem e manuseio;http://arqsp.org.br/wp-content/uploads/2017/08/1_9.pdf;OK
D;Métodos de armazenagem e práticas de manuseio;http://arqsp.org.br/wp-content/uploads/2017/08/1_9.pdf;OK
D;Temperatura, umidade relativa do ar, luz e qualidade do ar: diretrizes básicas de preservação;http://arqsp.org.br/wp-content/uploads/2017/08/14_17.pdf;OK
D;Salvamento de fotografias em caso de emergência. In: Administração de emergências;http://arqsp.org.br/wp-content/uploads/2017/08/20_25.pdf;OK
D;A proteção de livros e papel contra o mofo;http://arqsp.org.br/wp-content/uploads/2017/08/26_-29.pdf;OK
D;Controle integrado de pragas;http://arqsp.org.br/wp-content/uploads/2017/08/26_-29.pdf;OK
D;Planejamento;http://arqsp.org.br/wp-content/uploads/2017/08/30_32.pdf;OK
D;Serviços de informação arquivística na web centrados no usuário;http://biblioteca.an.gov.br/bnweb/upload/pasta10/acervo96449/96449_364.pdf;Erro
D;A arquitetura dos arquivos: reflexões em torno do conceito de ordem original;http://biblioteca.an.gov.br/bnweb/upload/pasta10/acervo96452/96452_366.pdf;Erro
D;Arquitetura dos arquivos: reflexões em torno do conceito de ordem original;http://biblioteca.an.gov.br/bnweb/upload/pasta10/acervo96452/96452_366.pdf;Erro
D;O sistema nacional de arquivos e a memória nacional;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112114/112114_344.pdf;Erro
D;Arquivos, viga mestre da informação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112114/112114_344.pdf;Erro
D;O que é o sistema de arquivos da FGV;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112396/112396_337.pdf;Erro
D;A liberdade de informação e pesquisa;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112412/112412_347.pdf;Erro
D;Arquivos em sistemas nacionais de informação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112412/112412_347.pdf;Erro
D;Arquivos na velha Roma;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112415/112415_348.pdf;Erro
D;Arquivo de filmes: preparação para a automação e criação de uma base de dados nacional;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112449/112449_358.pdf;Erro
D;Arquivos pessoais e documentos digitais: uma reflexão em torno de contradições;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112467/112467_371.pdf;Erro
D;Preservação de correspondências: o e-mail em laboratórios científicos e tecnológicos;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112470/112470_369.pdf;Erro
D;Gestão arquivística e preservação de documentos digitais no Brasil: estado da arte;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112472/112472_367.pdf;Erro
T;I Congresso Brasileiro de Arquivologia;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83142/83142_329.pdf;Erro
D;Documento destruído é história perdida;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83156/83156_350.pdf;Erro
T;A formação dos profissionais de arquivo;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83158/83158_355.pdf;Erro
T;A importância da gestão de documentos para os serviços públicos federais;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo85863/85863_361.pdf;Erro
D;O arquivo ou indício de uma falta;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2019/1158;OK
D;As faces de Juliano Moreira: luzes e sombras sobre seu acervo pessoal e suas publicações;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/viewFile/2241/1380;OK
D;Integração dos instrumentos de gestão documental ao sistema de correspondência e processos administrativos (CPA) da Universidade do Estado de Santa Catarina (UDESC).;http://ceres.udesc.br/arquivos/id_submenu/619/artigo_vania_ribeiro.pdf;OK
D;Diretrizes do preservador: a preservação de documentos arquivísticos digitais: diretrizes para organizações;http://conarq.arquivonacional.gov.br/images/publicacoes_textos/Diretrizes_produtor_preservador.pdf;Erro
T;Dispositivo de informação contemporâneo: considerações preliminares para uma arqueogenealogia do horizonte informacional em nossa contemporaneidade;http://enancib.ibict.br/index.php/enancib/viienancib/paper/viewFile/2654/1782;OK
D;O documento na Ciência da Informação: tradição e inovação conceitual a partir de uma abordagem histórica e epistemológica;http://enancib.ibict.br/index.php/enancib/xenancib/paper/viewFile/3143/2269;Erro
D;Diplomática contemporânea como fundamento metodológico da identificação de tipologia documental em arquivos;http://enancib.ibict.br/index.php/enancib/xenancib/paper/viewFile/3161/2287;OK
D;Imagem x palavra: a recuperação da informação imagética;http://livroaberto.ibict.br/handle/1/443;OK
D;A trama do arquivo: análise da trajetória de Oliveira Viana;http://livros01.livrosgratis.com.br/cp000122.pdf;OK
D;O que mudou em relação ao usuário e ao uso da informação após a página da web: o cenário de uma instituição de pesquisa e cultura brasileira;http://mast.br/images/pdf/publicacoes_do_mast/anais_3_encontro_de_arquivos_cientificos.pdf;OK
D;Descrição e pesquisa: reflexões em torno dos arquivos pessoais;http://mobileditorial.com.br/wp-content/uploads/2014/12/MOB010DESCRICAO-E-PESQUISA.pdf;OK
D;Breve história dos registros hospitalares;http://osnobresescritores.blogspot.com/2007/08/breve-histria-dos-registros.html;OK
D;Os acervos pessoais: memória e identidade na produção e guarda dos registros de si;http://pem.assis.unesp.br/index.php/pem/article/view/46/460;OK
D;Proteção do patrimônio documental: tutela ou cooperação?;http://portal.iphan.gov.br/uploads/publicacao/RevPat22_m.pdf;OK
D;Segurança da informação arquivística: o controle de acesso em arquivos públicos estaduais;http://portaldeperiodicos.eci.ufmg.br/index.php/pci/article/view/1290/1034;OK
T;Elementos de política de indexação em manuais de indexação de sistemas de informação especializados;http://portaldeperiodicos.eci.ufmg.br/index.php/pci/article/view/375/193;OK
D;A teoria dos arquivos e a gestão de documentos;http://portaldeperiodicos.eci.ufmg.br/index.php/pci/article/view/449/260;OK
D;Arquivos em sistemas nacionais de informação;http://repositorio.febab.org.br/items/show/1126;OK
D;Informação – esse obscuro objeto da Ciência da Informação;http://repositorio.ibict.br/bitstream/123456789/31/1/Morpheus2004Pinheiro.pdf;OK
D;Informação: esse obscuro objeto da ciência da informação;http://repositorio.ibict.br/bitstream/123456789/31/1/Morpheus2004Pinheiro.pdf;OK
D;Proposta de reforma curricular do curso de Arquivologia da universidade de Brasília. Cenário Arquivístico;http://repositorio.unb.br/bitstream/10482/1429/2/ARTIGO_PropostaReformaCurricular.pdf;OK
D;A representação da informação em arquivos: viabilidade de uso de padrões utilizados na Biblioteconomia;http://revista.arquivonacional.gov.br/index.php/revistaacervo/article/view/72/72;OK
D;O enfoque por processos na NBR ISO 9001 e sua aplicação nos serviços de informação;http://revista.ibict.br/ciinf/article/view/1059/1144;Erro
D;Paul Otlet: um pioneiro da organização das redes mundiais de tratamento e difusão da informação registrada;http://revista.ibict.br/ciinf/article/view/1176/1339;Erro
D;A Internet e seu Impacto nos Processos de Recuperação da Informação;http://revista.ibict.br/ciinf/article/view/754/781;Erro
D;Gestão Documental [slide];http://valentim.pro.br/ensino/pgua/Gest%C3%A3o_Documental.pdf;Erro
D;Zonas interdisciplinares entre a Arquivologia e a Ciência da Informação: cartografia das práticas discursivas;http://welder.eci.ufmg.br/wp-content/uploads/2014/08/Disserta%C3%A7%C3%A3o-Welder-Ant%C3%B4nio-Silva-PPGCI-UFF-IBICT.pdf;OK
D;A trajetória da arquivologia: três visões sobre os arquivos;http://www.aaerj.org.br/wp-content/uploads/2012/08/Anais-III-CNA.pdf;Erro
T;Como elaborar vocabulário controlado para aplicação em arquivos;http://www.arqsp.org.br/arquivos/oficinas_colecao_como_fazer/cf10.pdf;OK
D;Guarda e manuseio de materiais de registro sonoro;http://www.arquivonacional.gov.br/images/virtuemart/product/Registros%20Sonoros.pdf;OK
D;Ciência e Tecnologia na Preservação da Informação;http://www.arquivonacional.gov.br/media/Ciencia%20Tecnologia%208.pdf;OK
D;Manual de arranjo e descrição de arquivos;http://www.arquivonacional.gov.br/media/manual_dos_arquivistas.pdf;OK
T;Os arquivos nacionais: estrutura e legislação;http://www.arquivonacional.gov.br/media/v.1,n.1,jan-jun.1986.pdf;OK
D;Metodologia de pesquisa para apoio à organização dos acervos da administração pública brasileira;http://www.arquivonacional.gov.br/media/v.1,n.1,jan-jun.1986.pdf;OK
D;Arranjo e descrição: uma experiência de trabalho;http://www.arquivonacional.gov.br/media/v.2,n.1,jan-jun,1987.pdf;OK
D;Formas de interação entre os arquivos estaduais e oturas instituições culturais;http://www.arquivonacional.gov.br/media/v.3,n.2,jun-dez,1988.pdf;OK
D;A popularização dos arquivos;http://www.arquivonacional.gov.br/media/v.4,%20n.2,%20jul,%20dez,%201989-v.5,n.1,jan,1990.pdf;OK
D;A noção de documento: de Otlet aos dias de hoje;http://www.brapci.inf.br/index.php/article/download/12626;OK
D;Os usuários da informação arquivística;http://www.brapci.inf.br/index.php/article/download/62328;OK
D;Representação Metafórica como Filtro de Recuperação da Informação;http://www.brapci.inf.br/index.php/article/download/7453;OK
D;Organizar acervos particulares tarefa nada fácil;http://www.brapci.inf.br/index.php/res/download/55298;OK
D;Brevísssimas considerações sobre a busca de uma ação comunicativa entre o pensamento de Habermas e a diplomática arquivística contemporânea;http://www.brapci.inf.br/index.php/res/download/56342;OK
D;Letramento digital: um novo desafio acadêmico para o arquivista;http://www.brapci.inf.br/index.php/res/download/79946;OK
D;Inventário do arquivo Vinícius de Moraes;http://www.casaruibarbosa.gov.br/dados/DOC/edicoes_online/inventarios/Inventario_ViniciusdeMoraes.pdf;OK
D;De bissexto a contumaz: Inventário de Pedro Nava;http://www.casaruibarbosa.gov.br/pedronava/downloads/inventarionava.pdf;OK
D;Deliberação nº 239, de 1999. Regulamenta o arquivamento de documentos escolares em instituições de educação básica do Sistema Estadual;http://www.cee.rj.gov.br/deliberacoes/D_1999-236-245.pdf;OK
D;Documentos e documentação;http://www.conexaorio.com/biti/otlet/#S;OK
D;O Software Livre como Modelo Alternativo para a Automação de Unidade de Informação Arquivística;http://www.enearq2008.ufba.br/wp-content/uploads/2008/09/16-joao_tiago_santos.pdf;OK
D;Arquivos judiciais: organicidade e informação na Paraíba;http://www.enearq2008.ufba.br/wp-content/uploads/2008/09/18-anna_carla_silva_de_queiroz.pdf;OK
D;Os desafios da preservação de documentos públicos digitais;http://www.ip.pbh.gov.br/ANO3_N2_PDF/ip0302santanna.pdf;OK
D;O audiovisual como documento histórico: questões acerca de seu estudo e produção;http://www.mnemocine.com.br/index.php/cinema-categoria/24-histcinema/82-av-documento-histoirco;OK
D;Inventário das cartas de sesmarias existentes nos códices do Arquivo Público Mineiro;http://www.siaapm.cultura.mg.gov.br/acervo/rapm_pdf/1400.pdf  http://www.siaapm.cultura.mg.gov.br/acervo/rapm_pdf/1402.pdf;Erro
D;Memória familiar, história política e tempo presente: a circulação do arquivo pessoal de Getulio Vargas;http://www.snh2011.anpuh.org/resources/anais/14/1300854240_ARQUIVO_texto_anpuh_nedel_2011.pdf;OK
D;Gerenciamento eletrônico de documentos (GED): natureza, princípios e aplicações;http://www.taquara.rs.gov.br/download_anexo/GED.pdf;OK
D;Quando o patrimônio é uma imagem que quebra!;http://www.uel.br/eventos/eneimagem/anais2011/trabalhos/pdf/Cristina%20Strohschoen.pdf;OK
D;Guia dos arquivos municipais de Santa Catarina;https://agora.emnuvens.com.br/ra/article/view/105/pdf;OK
D;Breve histórico do Centro de Memória Social Brasileira;https://anpuh.org.br/index.php/revistas-anpuh/rbh;Erro
T;A informação orgânica arquivística;https://arquivoememoria.files.wordpress.com/2009/04/informacaoorganicaarquivistica1.pdf;OK
D;Terminologia de Documentação: relação das organizações do conhecimento e da informação no domínio da inovação tecnológica;https://brapci.inf.br/index.php/res/download/44956;OK
D;Arquivo: teoria e prática;https://dadospdf.com/download/marilena-leite-paes-arquivo-teoria-e-pratica-_5abd8496b7d7bc0142facd68_pdf;OK
T;Teoria e prática de arquivo;https://dadospdf.com/download/marilena-leite-paes-arquivo-teoria-e-pratica-_5abd8496b7d7bc0142facd68_pdf;OK
D;Arquivo: teoria e prática;https://dadospdf.com/download/marilena-leite-paes-arquivo-teoria-e-pratica-_5abd8496b7d7bc0142facd68_pdf;OK
D;Arquivologia facilitada: teoria e questões;https://docero.com.br/doc/10xn11;Erro
D;O Sistema de arquivos para o Município de São Paulo;https://drive.google.com/file/d/0B6iD9M7ZapwLemhuX2NTcnV6OXc/view;OK
D;O sistema de informação arquivística da Universidade do Porto: potenciar o uso da memória informacional restro-prospectivamente;https://e-archivo.uc3m.es/bitstream/handle/10016/7882/09.archivos_universitarios.pdf;jsessionid=A22BC669DE39CAE3E585033AD500317C?sequence=1;OK
D;Arquivos familiares e pessoais. Bases científicas para aplicação do modelo sistêmico e interactivo;https://ler.letras.up.pt/uploads/ficheiros/4083.pdf;OK
D;A análise da imagem: um primeiro plano;https://livroaberto.ibict.br/bitstream/1/1011/1/An%C3%A1lise%20document%C3%A1ria.pdf;OK
D;Arquivos históricos de Museus: o Arquivo de história da Ciência;https://livroaberto.ibict.br/bitstream/1/933/1/mast_colloquia_10.pdf;OK
D;Preservação de acervos arquivísticos e materiais raros de bibliotecas;https://livroaberto.ibict.br/handle/1/442;OK
D;A avaliação em arquivística: reformulação teórico-prática de uma operação metodológica;https://ojs.letras.up.pt/index.php/paginasaeb/article/view/102/101;OK
T;Suportes teóricos para pensar linguagens documentárias;https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/article/view/2006/2127;OK
D;O novo mundo dos arquivos;https://periodicos.uff.br/contracampo/article/view/17287/10925;OK
D;A importância dos arquivos públicos na construção da memória da sociedade;https://periodicos.ufpb.br/ojs2/index.php/biblio/article/view/3951/3114;OK
D;Prontuário eletrônico do paciente: documento técnico de informação e comunicação do domínio da saúde;https://periodicos.ufsc.br/index.php/eb/article/view/1518-2924.2006v11n21p34/329;OK
D;Uma outra face dos metadados: informações para a gestão da preservação digital;https://periodicos.ufsc.br/index.php/eb/article/view/1518-2924.2010v15n30p1/19527;OK
D;A aplicação das funções arquivísticas na Universidade Federal de Santa Catarina - UFSC;https://portal.ufsm.br/biblioteca/pesquisa/registro.html?idRegistro=357701;OK
D;O documento audiovisual ou a proximidade entre as três Marias;https://rbbd.febab.org.br/rbbd/article/view/396/370;OK
D;Arranjo e descrição do espólio de Godofredo Filho: estudo arquivístico e catálogo informatizado.;https://repositorio.ufba.br/ri/bitstream/ri/11149/1/Zeny%20Duarte%20de%20Miranda%20Magalh%C3%A3es%20dos%20Santos.pdf;OK
D;Em busca da organicidade: um estudo do fundo da Secretaria de Governo da Capitania de Minas Gerais;https://repositorio.ufmg.br/bitstream/1843/BUBD-92UERD/1/disserta__o_marta_elo_sa.pdf;OK
D;Construindo o direito de acesso aos arquivos da repressão: o caso do Departamento de Ordem Política e Social de Minas Gerais;https://repositorio.ufmg.br/bitstream/1843/ECID-79CP3G/1/mestrado___shirlene_linny_da_silva.pdf;OK
D;A preservação de documentos eletrônicos de caráter arquivístico: novos desafios, velhos problemas;https://repositorio.ufmg.br/bitstream/1843/VALA-68ZRKF/1/doutorado___katia_de_padua_thomaz.pdf;OK
D;Sistemas eletrônicos de gerenciamento de documentos arquivísticos: um questionário para seleção avaliação e aplicação.;https://repositorio.ufmg.br/bitstream/1843/VALA-74QHCP/1/mestrado___leandro_ribeiro_negreiros.pdf;OK
D;Recomendações para construção de taxonomias em portais corporativos;https://repositorio.ufsc.br/bitstream/handle/123456789/89791/241712.pdf?sequence=1&isAllowed=y;OK
D;O Arquivo Público do Rio Grande do Sul na percepção de usuários: um ambiente a ser descoberto;https://repositorio.ufsc.br/handle/123456789/79646?show=full;OK
D;Arquivo Fotográfico: uma faceta do patrimônio cultural da UFSM;https://repositorio.ufsm.br/bitstream/handle/1/10956/PAVEZI%2C%20NEIVA.pdf?sequence=1&isAllowed=y;OK
D;Acervos fotográficos no Rio Grande de Sul: acesso às fontes de pesquisa;https://repositorio.ufsm.br/bitstream/handle/1/16426/TCCE_GA_EaD_2009_PEREZ_CARLOS.pdf?sequence=1&isAllowed=y;OK
T;O Arquivista e as políticas públicas arquivísticas;https://repositorio.unb.br/bitstream/10482/1026/1/EVENTO_ArquivistaPoliticaPublicaArquivo.pdf;OK
D;Os princípios arquivísticos e o conceito de classificação;https://repositorio.unb.br/bitstream/10482/1439/1/CAPITULO_PrincipiosArquivisticosConceitoClassifica%c3%a7%c3%a3o.pdf;OK
T;A representação da informação em arquivística: uma abordagem a partir da perspectiva da norma internacional de descrição arquivística;https://repositorio.unb.br/bitstream/10482/1442/1/CAPITULO_RepresentacaoInformacaoArquivistica.pdf;OK
D;Arquivos ativos e massas documentais acumuladas na administração pública brasileira: busca de novas soluções para velhos problemas;https://repositorio.unb.br/bitstream/10482/23550/1/1995_RenatoTarcisoBarbosadeSousa.pdf;OK
D;A pesquisa em arquivística na pós-graduação no Brasil: balanço e perspectivas;https://repositorio.unb.br/bitstream/10482/910/2/ARTIGO_PesquisaArquivisticaPosGraduacao.pdf;OK
D;A Face Oculta do Documento: tradição e inovação no limiar da Ciência da Informação;https://repositorio.unesp.br/bitstream/handle/11449/103372/rabello_r_dr_mar_prot.pdf?sequence=1&isAllowed=y;OK
D;A construção epistemológica canadense para a construção da arquivística contemporânea;https://repositorio.unesp.br/bitstream/handle/11449/93669/tognoli_nb_me_mar.pdf?sequence=1&isAllowed=y;OK
D;A gestão da informação arquivística e suas repercussões na produção do conhecimento arquivístico;https://repositorio-aberto.up.pt/bitstream/10216/22537/2/armandomalheirogestao000091469.pdf;OK
D;Arquivos familiares e pessoais: uma perspectiva sistemática e interactiva;https://repositorio-aberto.up.pt/bitstream/10216/8111/2/4083.pdf;OK
D;A importância dos arquivos judiciais para a preservação da memória nacional;https://revistacej.cjf.jus.br/revcej/article/view/911/1086;Erro
D;Entre a memória e a História: a problemática dos lugares;https://revistas.pucsp.br/index.php/revph/article/viewFile/12101/8763;OK
D;Organização do conhecimento em uma estrutura classificatória, no contexto da indexação e recuperação da informação: um relato de pesquisa;https://ridi.ibict.br/bitstream/123456789/112/1/RosaliInformare199622.pdf;OK
T;Os arquivos públicos e privados: estratégias para a institucionalização de arquivos municipais;https://simagestao.com.br/wp-content/uploads/2016/01/os_arquivos_pblicos_e_privados__parte_1-1.pdf;Erro
D;Gestão e preservação de documento eletrônicos de arquivo: revisão da literatura - parte I;https://simagestao.com.br/wp-content/uploads/2016/02/gest%C3%A3o-e-preserva%C3%A7%C3%A3o-de-documentos-eletronicos-de-arquivo.pdf;Erro
D;Memória jornalística da região noroeste do estado do Rio Grande do Sul: preservação e acesso;https://simpufpel.files.wordpress.com/2010/09/comunicacoes-patrimonio-imaterial.pdf;OK
D;Gestão da qualidade em serviços de informação no Brasil: estabelecimento de um modelo de referência baseado nas diretrizes da NBR ISO 9001;https://teses.usp.br/teses/disponiveis/27/27143/tde-30112005-142031/publico/VALLS_VM_2005.pdf;OK
D;Tipologia documental como parâmetro para a gestão de documentos de arquivos: um manual para o Município de Campo Belo, MG;https://teses.usp.br/teses/disponiveis/8/8138/tde-25042003-181526/publico/tesaAnaCelia.pdf;OK
D;Aspectos essenciais para o desenvolvimento de uma política de arquivos privados;https://www.bad.pt/publicacoes/index.php/cadernos/article/view/2369/2133;OK
D;O valor dos Arquivos de Família;https://www.bad.pt/publicacoes/index.php/cadernos/article/view/2409/2171;OK
D;Serviço de Referência em Arquivos Definitivos;https://www.bad.pt/publicacoes/index.php/cadernos/article/view/2416/2178;OK
D;A conservação de acervos bibliográficos e documentais;https://www.bn.gov.br/sites/default/files/documentos/producao/documento-tecnico/conservacao-acervos-bibliograficos-documentais//aconservacaoacervosbibliograficosedocumentais.pdf;OK
D;Entrevista com Armando Malheiro da Silva;https://www.brapci.inf.br/index.php/article/download/6587;OK
D;A abordagem informacional dos arquivos;https://www.brapci.inf.br/index.php/article/download/6640;OK
D;Políticas de Difusão do Programa de Gestão Documental do Sindicato das  Indústrias da Construção Civil de Santa Maria;https://www.brapci.inf.br/index.php/res/download/56077;OK
D;Dado, Informação, Conhecimento e Competência;https://www.ime.usp.br/~vwsetzer/datagrama.html;OK
D;A gestão de informação em um hospital universitário: em busca da definição do conteúdo do prontuário essencial do hospital de clínicas de Porto Alegre;https://www.lume.ufrgs.br/handle/10183/158229;OK
D;Gênese documental de álbuns fotográficos: um estudo de caso aplicado a uma indústria de grande porte;https://www.marilia.unesp.br/Home/Pos-Graduacao/CienciadaInformacao/Dissertacoes/pupim_ek_me_mar.pdf;OK
D;A análise e o arquivo;https://www.netmundi.org/home/wp-content/uploads/2019/05/A-An%C3%A1lise-e-o-Arquivo-Roudinesco.pdf;Erro
D;Gestão Eletrônica de Documentos: a convergência digital da informação;https://www.prodemge.gov.br/images/com_arismartbook/download/4/revista_3.pdf;OK
D;Arquivos, documentos e poder: a construção da memória moderna;https://www.promemoria.indaiatuba.sp.gov.br/arquivos/galerias/registro_3.pdf;OK
D;A arquivística e os arquivos pessoais de cientistas;https://www.promemoria.indaiatuba.sp.gov.br/arquivos/galerias/registro_5-6.pdf;OK
D;O arquivo e arquivística evolução histórica;https://www.redalyc.org/pdf/161/16172402.pdf;OK
D;Melhora da Produtividade no uso do Prontuário Eletrônico do Paciente Utilizando a Engenharia da Usabilidade;https://www.researchgate.net/publication/239606356_Melhora_da_Produtividade_no_uso_do_Prontuario_Eletronico_do_Paciente_Utilizando_a_Engenharia_da_Usabilidade;OK
D;Proposição de um conjunto de metadados para a descrição de arquivos fotográficos considerando a Nobrade e a Sepiades;https://www.scielo.br/pdf/tinf/v21n3/02.pdf;OK
D;O Arquivo Nacional e a Política Nacional de Arquivos;https://www.siarq.unicamp.br/siarq/images/siarq/pesquisa/produto_de_pesquisa/atas.pdf;OK
D;Organização do Fundo Sergio Buarque de Holanda;https://www.siarq.unicamp.br/siarq/images/siarq/pesquisa/produto_de_pesquisa/atas.pdf;OK
D;O conceito de documento arquivístico frente à realidade digial: uma revisitação necessária;https://www.siarq.unicamp.br/siarq/images/siarq/publicacoes/preservacao_digital/tese_rondinelli.pdf;OK
D;A arquivística no laboratório: história, teoria e métodos de uma disciplina;https://www.teses.usp.br/teses/disponiveis/8/8138/tde-12022009-124733/publico/TESE_PAULO_ROBERTO_ELIAN_SANTOS.pdf;OK
D;Modelagem e status científico da descrição arquivística no campo dos arquivos pessoais;https://www.teses.usp.br/teses/disponiveis/8/8138/tde-14062011-134720/publico/2010_LuciaMariaVellosodeOliveira.pdf;OK
D;Os arquivos judiciais e o Poder Judiciário do Rio Grande do Sul;https://www.tjrs.jus.br/novo/revista-justica/revista-justica-historia-volume-3/;OK
D;Noções de paleografia e diplomática;file:///C:/Users/Apple%20Connect/Downloads/BERWANGER_LEAL_NocoesDePaleografiaEDeDiplomatica.pdf;Erro
D;Avaliação de softwares para bibliotecas e arquivos;http://abecin.org.br/e-books/colecao-palavra-chave/CORTE_ALMEIDA_ROCHA_LAGO_Avaliacao_de_softwares_para_bibliotecas_e_arquivos_2_ed.pdf;Erro
T;O mundo do trabalho na sociedade do conhecimento e os paradoxos das profissões da informação;http://abecin.org.br/e-books/colecao-palavra-chave/VALENTIM_%28Org%29_Atuacao_profissional_na_area_de_informacao.pdf;Erro
D;Preservação no universo digital;http://arqsp.org.br/wp-content/uploads/2017/07/52.pdf;OK
D;Manual do RLG para microfilmagem de arquivos;http://arqsp.org.br/wp-content/uploads/2017/07/53.pdf;OK
D;Seleção para a preservação: uma abordagem materialística;http://arqsp.org.br/wp-content/uploads/2017/08/33_36.pdf;OK
D;Considerações complementares sobre "Seleção para preservação: uma abordagem materialística";http://arqsp.org.br/wp-content/uploads/2017/08/33_36.pdf;OK
D;Panorama dos cursos de arquivologia no Brasil: graduação e pós-graduação;http://biblioteca.an.gov.br/bnweb/upload/pasta11/acervo100407/100407_360.pdf;Erro
D;Arquivos universitários: repertório bibliográfico preliminar;http://biblioteca.an.gov.br/bnweb/upload/pasta11/acervo108448/108448_362.pdf;Erro
D;Rumo a uma teoria arquivística de preservação digital: as descobertas conceituais do projeto InterPARES;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112064/112064_365.pdf;Erro
D;Arquivo Joaquim Nabuco;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112111/112111_342.pdf;Erro
D;A propósito do Sistema Nacional de Arquivos;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112111/112111_342.pdf;Erro
D;Estudo sobre as condições de preservação dos acervos documentais brasileiros;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112303/112303_363.pdf;Erro
D;Arquivos e automação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112396/112396_337.pdf;Erro
D;Arquivo e automação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112396/112396_337.pdf;Erro
D;Problemática atual dos arquivos particulares;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112407/112407_345.pdf;Erro
D;O papel da arquivologia na sociedade de hoje;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112412/112412_347.pdf;Erro
T;Relatório sobre os arquivos no Brasil;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112415/112415_348.pdf;Erro
D;A ordem jurídica e os documentos de pesquisa no Brasil;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112416/112416_351.pdf;Erro
D;Indexação e descrição em arquivos: a questão da representação e recuperação de informações;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112472/112472_367.pdf;Erro
D;Documentação e memória;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83160/83160_353.pdf;Erro
D;Roteiro para um Guia de Arquivos Históricos Privados: padronização dos ai-rolamentos de informação;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83160/83160_353.pdf;Erro
D;Vida nos arquivos capixabas;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83161/83161_352.pdf;Erro
D;O princípio do respeito aos fundos em arquivística: princípios teóricos e problemas práticos;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83163/83163_394.pdf;Erro
T;O respeito aos fundos em arquivística;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83163/83163_394.pdf;Erro
D;A advocacia nos currículos de graduação em Arquivologia: uma perspectiva norte-americana;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo85863/85863_361.pdf;Erro
D;Intelectuais em rede construindo as ciências sociais: o arquivo Arthur Ramos e o Projeto Unesco no Brasil;http://biblioteca.clacso.edu.ar/Brasil/ceao-ufba/20130403104247/projeto.pdf;OK
D;De olho na eternidade: a construção do arquivo privado de Antonio Carlos Jobim;http://bibliotecadigital.fgv.br/dspace;/bitstream/handle/10438/2153/CPDOC2008GleiseAndradeCruz.pdf?sequence=1&isAllowed=y;OK
D;Registros documentais contemporâneos como provas de ação;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/1970/2165;OK
D;Tecnologias da informação digitalizada e pesquisa acadêmica nas ciências sociais e humanas: o papel crucial da arquivologia;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/1971/74390;OK
D;A classificação dos arquivos pessoais e familiares;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2059/1198;OK
D;Arquivar a própria vida;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2061/1200;OK
D;Arquivos pessoais e arquivos institucionais: para um entendimento arquivístico comum da formação da memória em um mundo pós-moderno;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2062/1201;OK
